ra,dec,object_id,gmag,rmag,imag,zmag,ymag,gmag_err,rmag_err,imag_err,zmag_err,ymag_err,photoz_median,stellar_mass,sfr,ellipticity,position_angle
151.1263984895458,1.866342347822289,43163399122612248,23.190935,22.327644,21.290806,20.874378,20.657766,0.008146239,0.0056760525,0.0025740853,0.0030810991,0.0062822984,0.7667148,68889000000.0,3.5706,0.24570115375425183,6.902256278694921
151.2065564155619,2.6376292375137114,43163416302487789,24.723461,23.255835,22.140295,21.198647,20.83773,0.033065986,0.012706253,0.0045259977,0.003276739,0.005703681,1.1769215,117450000000.0,0.40518,0.15852210349435292,-17.829729925108467
149.00250174660982,3.1539347371275572,44218376234495092,21.214884,19.672913,18.968578,18.602358,18.417984,0.0019859301,0.0006562139,0.00041358924,0.00047109288,0.00092039385,0.38170573,115020000000.0,0.009228,0.25503579843305824,16.730677368500082
150.92077106848902,3.4295114634661457,44222366259094706,25.766123,24.389313,23.216467,22.369627,22.159576,0.08558488,0.025304817,0.009718648,0.006747984,0.0138216335,0.9345643,53086000000.0,0.31592,0.31339531011880917,-18.997005621382428
150.81499833689062,3.4204846476062922,44222503698074541,22.496828,20.850704,19.98455,19.589424,19.430286,0.0042198664,0.001346491,0.0007225755,0.0007982293,0.0016661228,0.5165084,80162000000.0,0.00010095,0.14015788092188441,-28.90261323164914
150.07408711562303,3.2051773652037405,44223049158917245,25.226503,23.592793,22.372759,21.556625,21.240015,0.04390774,0.015631355,0.005408209,0.0043337196,0.009303329,0.9789481,102410000000.0,0.6704,0.13323528095799342,-32.804638381472174
150.1361200327016,3.4117313674543026,44223053453883519,24.041195,22.67183,21.721655,21.19422,20.769829,0.02561799,0.0072877794,0.003983256,0.003651406,0.0065220697,0.7117522,84648000000.0,2.2143,0.04739214912826495,-89.78046761455604
149.7133922591947,3.733968233280069,44223336921713959,25.645393,24.195124,22.758894,21.98714,21.438484,0.32099435,0.073375136,0.026972795,0.026918415,0.038460664,1.0964361,90413000000.0,0.85985,0.3626229358137718,-55.87085157524501
151.7042505175914,3.021723604393665,44227305471497365,24.266758,22.992596,21.883358,21.14955,20.915293,0.02924433,0.015751999,0.005064207,0.004587562,0.008187282,0.9245139,120750000000.0,1.9712,0.3972209962879796,35.986613079737815
149.4266093879882,1.1820388338615604,42090018075867784,22.655779,20.979176,20.006935,19.617908,19.435009,0.004186882,0.0013612893,0.00068761985,0.0007279982,0.0015362991,0.5337507,116680000000.0,0.00010071,0.08504540291896345,240.17446808768963
149.26532063761022,0.8798689998057868,42090151219846006,24.490726,22.752714,21.33594,20.547956,20.313007,0.02993214,0.008706584,0.003087288,0.0025829787,0.005087353,0.8515042,245300000000.0,1.4992,0.30493952946462555,-20.084836103140674
151.31773892131227,0.8511386113153209,42094136949493880,22.54723,21.28777,20.367483,19.974718,19.86871,0.0061040837,0.0026412394,0.0015016946,0.0014232083,0.0035577605,0.60416716,73714000000.0,1.1728,0.10411488831131299,26.260782036053236
151.341552249335,1.2817842411024878,42094145539435742,25.520514,23.568825,22.329432,21.50845,21.168673,0.060801767,0.012676781,0.004507793,0.003634963,0.0065958914,0.9441867,123370000000.0,0.37036,0.12759572330817104,41.751275133321656
151.1644707244498,0.7431191015272294,42094270093479259,22.53876,21.100328,20.286112,19.85983,19.650078,0.012439269,0.004088808,0.002569381,0.0022975332,0.004668762,0.5180033,110380000000.0,1.6465,0.3834208455129082,-84.94204761375119
151.1787333846412,1.3779283870502506,42094282978395034,23.522278,22.850002,22.032711,21.3502,21.061764,0.0076892506,0.0064744316,0.0031870278,0.002929279,0.005650718,1.0865389,82748000000.0,6.7655,0.07827671435081252,240.5320249241773
150.5260769513213,1.1715875092152792,42094691000288251,23.319035,22.116175,21.280752,20.841158,20.589285,0.008547911,0.0046529993,0.0023587267,0.0026584677,0.005614197,0.60561687,57006000000.0,2.3109,0.6914264713392495,-26.793453509664914
351.8508326903463,0.8545828162706219,42687460911633382,25.816004,23.871782,22.570171,21.75646,21.545967,0.062755845,0.012226941,0.0054421215,0.0040449444,0.0074720746,0.9112828,71842000000.0,0.43519,0.17458423654395916,-47.26944305690682
351.5306070853228,0.2521709139478052,42687718609686541,19.481401,18.126091,17.564949,17.268372,17.025694,0.00066604355,0.00031070356,0.00022966435,0.00024901493,0.0004100907,0.23284052,175680000000.0,0.00010082,0.22899175490562762,-45.00637982907713
351.57578603178115,0.5890151154511901,42687727199616806,20.951187,19.534346,18.963947,18.629461,18.452976,0.0013548146,0.00054348964,0.00044438257,0.00047195074,0.00077886286,0.25167778,57433000000.0,0.00010039,0.24328755768346,-25.238634404354585
351.39566285457335,0.8112917817499502,42687731494588424,24.168756,22.759068,21.466803,21.063171,20.75114,0.026664795,0.008971123,0.0040603355,0.004104124,0.00785718,0.68859917,57244000000.0,0.073644,0.0914907335518067,13.61102972531289
351.17065591191243,0.3169637822669968,42687997782545614,23.049406,21.838875,20.72947,20.277615,19.944324,0.011450887,0.005550699,0.002988703,0.0033042068,0.005432483,0.67906874,124650000000.0,2.4408,0.33814405782159196,-22.186508888960105
351.19833745449733,0.8063702560850886,42688006372464404,24.661512,22.77018,21.454483,20.739063,20.55948,0.041384134,0.00854436,0.003978769,0.0027885374,0.005673236,0.8371039,111860000000.0,0.029191,0.23234304814003726,38.08696003878629
351.14276184676413,0.6568550330876465,42688006372477476,23.009008,21.728073,20.850061,20.326405,20.057941,0.015538803,0.004971358,0.003417874,0.0032851724,0.0068681557,0.5110805,67066000000.0,0.84858,0.5347268861900263,252.08904051228944
350.6808897606057,0.022253188846762022,42688264070498767,25.570341,23.673994,22.28015,21.526857,21.449972,0.24677244,0.06733256,0.034982443,0.020188263,0.046330877,0.81650186,56568000000.0,0.00010074,0.0901032020051743,5.234664936714893
353.1305172947562,1.1280875826858434,42692000692055705,23.387148,22.192768,20.8811,20.499292,20.293835,0.04482697,0.027464606,0.0068594757,0.0077930707,0.013508942,0.7114973,76270000000.0,0.68464,0.10291904184156597,-68.36105888696525
